🕘️公告,#genre#
江苏卫视,http://a.402089.xyz:4022/udp/233.50.200.144:5140

浙江卫视,http://a.402089.xyz:4022/udp/233.50.200.231:5140
东方卫视,http://a.402089.xyz:4022/udp/233.50.200.146:5140
深圳卫视,http://a.402089.xyz:4022/udp/233.50.200.188:5140
湖北卫视,http://a.402089.xyz:4022/udp/233.50.200.147:5140
湖北卫视,http://a.402089.xyz:4022/udp/233.50.201.114:5140
广东卫视,http://a.402089.xyz:4022/udp/233.50.200.149:5140
广东卫视,http://a.402089.xyz:4022/udp/233.50.201.102:5140
北京卫视,http://a.402089.xyz:4022/udp/233.50.200.179:5140

广东卫视,http://a.402089.xyz:4022/udp/233.50.200.187:5140

深圳卫视,http://a.402089.xyz:4022/udp/233.50.201.101:5140
黑龙江卫视,http://a.402089.xyz:4022/udp/233.50.200.189:5140
黑龙江卫视,http://a.402089.xyz:4022/udp/233.50.201.115:5140

湖南卫视,http://a.402089.xyz:4022/udp/233.50.201.103:5140
山东卫视,http://a.402089.xyz:4022/udp/233.50.201.105:5140
辽宁卫视,http://a.402089.xyz:4022/udp/233.50.201.141:5140
贵州卫视,http://a.402089.xyz:4022/udp/233.50.201.142:5140
重庆卫视,http://a.402089.xyz:4022/udp/233.50.201.143:5140
河南卫视,http://a.402089.xyz:4022/udp/233.50.201.144:5140
东南卫视,http://a.402089.xyz:4022/udp/233.50.201.146:5140
都市剧场,http://a.402089.xyz:4022/udp/233.50.200.11:5140
都市剧场,http://a.402089.xyz:4022/udp/233.50.201.190:5140
欢笑剧场,http://a.402089.xyz:4022/udp/233.50.200.229:5140
欢笑剧场,http://a.402089.xyz:4022/udp/233.50.201.189:5140
动漫秀场,http://a.402089.xyz:4022/udp/233.50.200.12:5140
动漫秀场,http://a.402089.xyz:4022/udp/233.50.201.184:5140
游戏风云,http://a.402089.xyz:4022/udp/233.50.200.14:5140
游戏风云,http://a.402089.xyz:4022/udp/233.50.201.183:5140
生活时尚,http://a.402089.xyz:4022/udp/233.50.200.15:5140
生活时尚,http://a.402089.xyz:4022/udp/233.50.201.187:5140
法治天地,http://a.402089.xyz:4022/udp/233.50.200.120:5140
法治天地,http://a.402089.xyz:4022/udp/233.50.201.191:5140
金色学堂,http://a.402089.xyz:4022/udp/233.50.200.122:5140
金色学堂,http://a.402089.xyz:4022/udp/233.50.201.186:5140
快乐垂钓,http://a.402089.xyz:4022/udp/233.50.200.123:5140
快乐垂钓,http://a.402089.xyz:4022/udp/233.50.201.109:5140
茶频道台,http://a.402089.xyz:4022/udp/233.50.200.124:5140
茶频道台,http://a.402089.xyz:4022/udp/233.50.201.188:5140
第一财经,http://a.402089.xyz:4022/udp/233.50.200.125:5140
乐游纪实,http://a.402089.xyz:4022/udp/233.50.200.148:5140
乐游纪实,http://a.402089.xyz:4022/udp/233.50.201.185:5140
教育四套,http://a.402089.xyz:4022/udp/233.50.200.162:5140
新视觉台,http://a.402089.xyz:4022/udp/233.50.201.244:5140
优优宝贝,http://a.402089.xyz:4022/udp/233.50.202.24:5140
晴彩竞技,http://a.402089.xyz:4022/udp/233.50.201.193:5140
晴彩竞技,http://a.402089.xyz:4022/udp/233.50.202.26:5140
晴彩篮球,http://a.402089.xyz:4022/udp/233.50.201.194:5140
晴彩篮球,http://a.402089.xyz:4022/udp/233.50.202.27:5140
晴彩羽毛球,http://a.402089.xyz:4022/udp/233.50.201.195:5140
晴彩羽毛球,http://a.402089.xyz:4022/udp/233.50.202.28:5140
晴彩广场舞,http://a.402089.xyz:4022/udp/233.50.201.226:5140
晴彩广场舞,http://a.402089.xyz:4022/udp/233.50.202.29:5140
轮播频道,http://a.402089.xyz:4022/udp/233.50.201.116:5140
轮播频道,http://a.402089.xyz:4022/udp/233.50.201.117:5140
直播,http://a.402089.xyz:4022/udp/233.50.200.223:5140
浙江经济,http://a.402089.xyz:4022/udp/233.50.201.133:5140
之江纪录,http://a.402089.xyz:4022/udp/233.50.202.25:5140
温州新闻,http://a.402089.xyz:4022/udp/233.50.201.87:5140
绍兴新闻,http://a.402089.xyz:4022/udp/233.50.201.156:5140
衢州新闻,http://a.402089.xyz:4022/udp/233.50.201.155:5140
台州新闻,http://a.402089.xyz:4022/udp/233.50.201.157:5140
湖州新闻,http://a.402089.xyz:4022/udp/233.50.201.158:5140
金华新闻,http://a.402089.xyz:4022/udp/233.50.201.161:5140
丽水新闻,http://a.402089.xyz:4022/udp/233.50.201.162:5140
嘉兴新闻,http://a.402089.xyz:4022/udp/233.50.201.163:5140
桐乡新闻,http://a.402089.xyz:4022/udp/233.50.201.169:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.200.247:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.226:5140

CETV-4,http://a.402089.xyz:4022/udp/233.50.200.162:5140
东方卫视,http://a.402089.xyz:4022/udp/233.50.200.248:5140
中国蓝直播,http://a.402089.xyz:4022/udp/233.50.201.193:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.202.21:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.202.22:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.54:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.1:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.31:5140
CCTV-2,http://a.402089.xyz:4022/udp/233.50.201.2:5140
CCTV-3,http://a.402089.xyz:4022/udp/233.50.201.16:5140
CCTV-4,http://a.402089.xyz:4022/udp/233.50.201.4:5140
CCTV-5,http://a.402089.xyz:4022/udp/233.50.201.17:5140
CCTV-6,http://a.402089.xyz:4022/udp/233.50.201.18:5140
CCTV-7,http://a.402089.xyz:4022/udp/233.50.201.7:5140
CCTV-8,http://a.402089.xyz:4022/udp/233.50.201.19:5140
CCTV-10,http://a.402089.xyz:4022/udp/233.50.201.10:5140
CCTV-12,http://a.402089.xyz:4022/udp/233.50.201.12:5140
CCTV-13,http://a.402089.xyz:4022/udp/233.50.201.13:5140
CCTV-14,http://a.402089.xyz:4022/udp/233.50.201.14:5140
CCTV-17,http://a.402089.xyz:4022/udp/233.50.201.35:5140
CGTN西班牙,http://a.402089.xyz:4022/udp/233.50.201.36:5140
CGTN法语,http://a.402089.xyz:4022/udp/233.50.201.37:5140
CGTN阿拉伯,http://a.402089.xyz:4022/udp/233.50.201.38:5140
CGTN俄语,http://a.402089.xyz:4022/udp/233.50.201.39:5140
湖南卫视,http://a.402089.xyz:4022/udp/233.50.201.52:5140
浙江卫视,http://a.402089.xyz:4022/udp/233.50.201.100:5140
北京卫视,http://a.402089.xyz:4022/udp/233.50.201.40:5140
江苏卫视,http://a.402089.xyz:4022/udp/233.50.201.41:5140
东方卫视,http://a.402089.xyz:4022/udp/233.50.201.68:5140
深圳卫视,http://a.402089.xyz:4022/udp/233.50.201.45:5140
黑龙江卫视,http://a.402089.xyz:4022/udp/233.50.201.42:5140
湖北卫视,http://a.402089.xyz:4022/udp/233.50.201.43:5140

河南卫视,http://a.402089.xyz:4022/udp/233.50.201.44:5140
云南卫视,http://a.402089.xyz:4022/udp/233.50.201.46:5140
天津卫视,http://a.402089.xyz:4022/udp/233.50.201.47:5140
吉林卫视,http://a.402089.xyz:4022/udp/233.50.201.48:5140
广西卫视,http://a.402089.xyz:4022/udp/233.50.201.49:5140
河北卫视,http://a.402089.xyz:4022/udp/233.50.201.50:5140
山西卫视,http://a.402089.xyz:4022/udp/233.50.201.51:5140

江西卫视,http://a.402089.xyz:4022/udp/233.50.201.53:5140
海南卫视,http://a.402089.xyz:4022/udp/233.50.201.55:5140
广东卫视,http://a.402089.xyz:4022/udp/233.50.201.56:5140
宁夏卫视,http://a.402089.xyz:4022/udp/233.50.201.57:5140
东南卫视,http://a.402089.xyz:4022/udp/233.50.201.58:5140
陕西卫视,http://a.402089.xyz:4022/udp/233.50.201.59:5140
辽宁卫视,http://a.402089.xyz:4022/udp/233.50.201.60:5140
四川卫视,http://a.402089.xyz:4022/udp/233.50.201.61:5140
安徽卫视,http://a.402089.xyz:4022/udp/233.50.201.62:5140
山东卫视,http://a.402089.xyz:4022/udp/233.50.201.64:5140
青海卫视,http://a.402089.xyz:4022/udp/233.50.201.65:5140
重庆卫视,http://a.402089.xyz:4022/udp/233.50.201.66:5140

贵州卫视,http://a.402089.xyz:4022/udp/233.50.201.69:5140
西藏卫视,http://a.402089.xyz:4022/udp/233.50.201.70:5140
兵团卫视,http://a.402089.xyz:4022/udp/233.50.201.72:5140
金鹰卡通,http://a.402089.xyz:4022/udp/233.50.201.73:5140
哈哈炫动,http://a.402089.xyz:4022/udp/233.50.201.74:5140
少儿,http://a.402089.xyz:4022/udp/233.50.201.20:5140
CETV1,http://a.402089.xyz:4022/udp/233.50.201.75:5140
 
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.88:5140
 
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.92:5140
 
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.94:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.96:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.95:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.97:5140
发现之旅,http://a.402089.xyz:4022/udp/233.50.201.98:5140
CCTV-1,http://a.402089.xyz:4022/udp/233.50.201.99:5140
CGTN,http://a.402089.xyz:4022/udp/233.50.201.126:5140



江苏城市,http://180.111.29.132:8888/rtp/239.49.8.107:8000
江苏综艺,http://180.111.29.132:8888/rtp/239.49.8.108:8000
江苏体育,http://180.111.29.132:8888/rtp/239.49.8.117:8000
江苏影视,http://180.111.29.132:8888/rtp/239.49.8.118:8000
江苏卡通,http://180.111.29.132:8888/rtp/239.49.8.119:8000
江苏新闻,http://180.111.29.132:8888/rtp/239.49.8.120:8000
江苏教育,http://180.111.29.132:8888/rtp/239.49.8.122:8000
江苏国际,http://180.111.29.132:8888/rtp/239.49.1.23:6000

好享购物,http://180.111.29.132:8888/rtp/239.49.9.41:6000
江苏教育,http://180.111.29.132:8888/rtp/239.49.9.42:6000
吉林卫视,http://180.111.29.132:8888/rtp/239.49.9.1:6000
聚鲨环球,http://180.111.29.132:8888/rtp/239.49.9.2:6000
南京新闻,http://180.111.29.132:8888/rtp/239.49.9.3:6000
南京十八,http://180.111.29.132:8888/rtp/239.49.9.4:6000
电视指南,http://180.111.29.132:8888/rtp/239.49.9.5:6000
风云足球,http://180.111.29.132:8888/rtp/239.49.9.6:6000
高尔夫球,http://180.111.29.132:8888/rtp/239.49.9.7:6000
世界地理,http://180.111.29.132:8888/rtp/239.49.9.8:6000
兵器科技,http://180.111.29.132:8888/rtp/239.49.9.9:6000
风云剧场,http://180.111.29.132:8888/rtp/239.49.9.10:6000
文化精品,http://180.111.29.132:8888/rtp/239.49.9.11:6000
怀旧剧场,http://180.111.29.132:8888/rtp/239.49.9.12:6000
风云音乐,http://180.111.29.132:8888/rtp/239.49.9.13:6000
女性时尚,http://180.111.29.132:8888/rtp/239.49.9.14:6000
第一剧场,http://180.111.29.132:8888/rtp/239.49.9.15:6000
中视购物,http://180.111.29.132:8888/rtp/239.49.9.16:6000
盱眙新闻,http://180.111.29.132:8888/rtp/239.49.9.18:6000
沛县新闻,http://180.111.29.132:8888/rtp/239.49.9.19:6000
泰州新闻,http://180.111.29.132:8888/rtp/239.49.9.20:6000
河南梨园,http://180.111.29.132:8888/rtp/239.49.9.21:6000
央视台球,http://180.111.29.132:8888/rtp/239.49.9.22:6000
金鹰卡通,http://180.111.29.132:8888/rtp/239.49.9.23:6000
徐州新闻,http://180.111.29.132:8888/rtp/239.49.9.45:6000
淮安综合,http://180.111.29.132:8888/rtp/239.49.9.46:6000
泗洪综合,http://180.111.29.132:8888/rtp/239.49.9.47:6000
东海新闻,http://180.111.29.132:8888/rtp/239.49.9.48:6000
环球新闻,http://180.111.29.132:8888/rtp/239.49.1.9:6000
江苏卫视,http://180.111.29.132:8888/rtp/239.49.1.16:6000
江苏城市,http://180.111.29.132:8888/rtp/239.49.1.17:6000
江苏综艺,http://180.111.29.132:8888/rtp/239.49.1.18:6000
江苏体育,http://180.111.29.132:8888/rtp/239.49.1.19:6000
江苏影视,http://180.111.29.132:8888/rtp/239.49.1.20:6000
江苏卡通,http://180.111.29.132:8888/rtp/239.49.1.21:6000
江苏公共,http://180.111.29.132:8888/rtp/239.49.1.22:6000
江苏购物,http://180.111.29.132:8888/rtp/239.49.1.24:6000
江苏教育,http://180.111.29.132:8888/rtp/239.49.1.25:6000
江苏靓妆,http://180.111.29.132:8888/rtp/239.49.1.26:6000
南京科教,http://180.111.29.132:8888/rtp/239.49.1.27:6000
南京生活,http://180.111.29.132:8888/rtp/239.49.1.28:6000
财富天下,http://180.111.29.132:8888/rtp/239.49.1.29:6000
中教一台,http://180.111.29.132:8888/rtp/239.49.1.54:6000
中教二台,http://180.111.29.132:8888/rtp/239.49.1.55:6000
中教四台,http://180.111.29.132:8888/rtp/239.49.1.56:6000
中国天气,http://180.111.29.132:8888/rtp/239.49.1.58:6000
深圳卫视,http://180.111.29.132:8888/rtp/239.49.1.59:6000
电视指南,http://180.111.29.132:8888/rtp/239.49.1.60:6000
风云足球,http://180.111.29.132:8888/rtp/239.49.1.61:6000
央视高网,http://180.111.29.132:8888/rtp/239.49.1.62:6000
世界地理,http://180.111.29.132:8888/rtp/239.49.1.63:6000
兵器科技,http://180.111.29.132:8888/rtp/239.49.1.64:6000
风云剧场,http://180.111.29.132:8888/rtp/239.49.1.65:6000
文化精品,http://180.111.29.132:8888/rtp/239.49.1.66:6000
怀旧剧场,http://180.111.29.132:8888/rtp/239.49.1.67:6000
风云音乐,http://180.111.29.132:8888/rtp/239.49.1.68:6000
女性时尚,http://180.111.29.132:8888/rtp/239.49.1.69:6000
游戏竞技,http://180.111.29.132:8888/rtp/239.49.1.71:6000
百视通,http://180.111.29.132:8888/rtp/239.49.1.74:6000
淮安影视,http://180.111.29.132:8888/rtp/239.49.1.95:6000
淮安公共,http://180.111.29.132:8888/rtp/239.49.1.96:6000
淮安综合,http://180.111.29.132:8888/rtp/239.49.1.97:6000
宿豫综合,http://180.111.29.132:8888/rtp/239.49.1.98:6000
泰州经济,http://180.111.29.132:8888/rtp/239.49.1.100:6000
泰州影视,http://180.111.29.132:8888/rtp/239.49.1.101:6000
测试信号,http://180.111.29.132:8888/rtp/239.49.1.102:6000
泗阳综合,http://180.111.29.132:8888/rtp/239.49.1.103:6000
中视购物,http://180.111.29.132:8888/rtp/239.49.1.104:6000
徐州公共,http://180.111.29.132:8888/rtp/239.49.1.105:6000
徐州影视,http://180.111.29.132:8888/rtp/239.49.1.106:6000
徐州经济,http://180.111.29.132:8888/rtp/239.49.1.107:6000
徐州综合,http://180.111.29.132:8888/rtp/239.49.1.108:6000
央广购物,http://180.111.29.132:8888/rtp/239.49.1.115:6000
沭阳综合,http://180.111.29.132:8888/rtp/239.49.1.117:6000
全球大片,http://180.111.29.132:8888/rtp/239.49.1.118:6000
汽车世界,http://180.111.29.132:8888/rtp/239.49.1.119:6000
戏曲精选,http://180.111.29.132:8888/rtp/239.49.1.120:6000
百变课堂,http://180.111.29.132:8888/rtp/239.49.1.121:6000
谍战剧场,http://180.111.29.132:8888/rtp/239.49.1.122:6000
宿迁公共,http://180.111.29.132:8888/rtp/239.49.1.123:6000
江苏学习,http://180.111.29.132:8888/rtp/239.49.1.124:6000
泗洪综合,http://180.111.29.132:8888/rtp/239.49.1.125:6000
常州公共,http://180.111.29.132:8888/rtp/239.49.1.131:6000
常州生活,http://180.111.29.132:8888/rtp/239.49.1.132:6000
常州都市,http://180.111.29.132:8888/rtp/239.49.1.133:6000
常州新闻,http://180.111.29.132:8888/rtp/239.49.1.134:6000
东海新闻,http://180.111.29.132:8888/rtp/239.49.1.136:6000
西藏卫视,http://180.111.29.132:8888/rtp/239.49.1.139:6000
宿迁综合,http://180.111.29.132:8888/rtp/239.49.1.140:6000
响水综合,http://180.111.29.132:8888/rtp/239.49.1.141:6000
高淳综合,http://180.111.29.132:8888/rtp/239.49.1.142:6000
南京十八,http://180.111.29.132:8888/rtp/239.49.1.157:6000
南京新闻,http://180.111.29.132:8888/rtp/239.49.1.158:6000
快乐购物,http://180.111.29.132:8888/rtp/239.49.1.167:6000
第一财*,http://180.111.29.132:8888/rtp/239.49.1.168:6000
金色频道,http://180.111.29.132:8888/rtp/239.49.1.169:6000
都市剧场,http://180.111.29.132:8888/rtp/239.49.1.170:6000
动漫秀场,http://180.111.29.132:8888/rtp/239.49.1.171:6000
幸福彩台,http://180.111.29.132:8888/rtp/239.49.1.172:6000
全纪实台,http://180.111.29.132:8888/rtp/239.49.1.173:6000
法治天地,http://180.111.29.132:8888/rtp/239.49.1.174:6000
七彩戏剧,http://180.111.29.132:8888/rtp/239.49.1.175:6000
游戏风云,http://180.111.29.132:8888/rtp/239.49.1.177:6000
极速汽车,http://180.111.29.132:8888/rtp/239.49.1.178:6000
魅力足球,http://180.111.29.132:8888/rtp/239.49.1.179:6000
劲爆体育,http://180.111.29.132:8888/rtp/239.49.1.180:6000
生活时尚,http://180.111.29.132:8888/rtp/239.49.1.181:6000
东方财*,http://180.111.29.132:8888/rtp/239.49.1.182:6000
百视通,http://180.111.29.132:8888/rtp/239.49.1.183:6000
 
电子竞技,http://180.111.29.132:8888/rtp/239.49.1.193:6000
华语影院,http://180.111.29.132:8888/rtp/239.49.1.196:6000
星光影院,http://180.111.29.132:8888/rtp/239.49.1.197:6000
热门剧场,http://180.111.29.132:8888/rtp/239.49.1.198:6000
第一财*,http://180.111.29.132:8888/rtp/239.49.1.199:6000
港剧风云,http://180.111.29.132:8888/rtp/239.49.1.201:6000
 
青春动漫,http://180.111.29.132:8888/rtp/239.49.1.212:6000
宝宝动画,http://180.111.29.132:8888/rtp/239.49.1.213:6000
快乐垂钓,http://180.111.29.132:8888/rtp/239.49.1.225:6000
第一剧场,http://180.111.29.132:8888/rtp/239.49.1.226:6000
书画频道,http://180.111.29.132:8888/rtp/239.49.1.227:6000
新沂综合,http://180.111.29.132:8888/rtp/239.49.1.228:6000
邳州综合,http://180.111.29.132:8888/rtp/239.49.1.232:6000
先锋乒羽,http://180.111.29.132:8888/rtp/239.49.1.233:6000
湘茶频道,http://180.111.29.132:8888/rtp/239.49.1.234:6000
云南卫视,http://180.111.29.132:8888/rtp/239.49.1.235:6000
河北卫视,http://180.111.29.132:8888/rtp/239.49.1.236:6000
宁夏卫视,http://180.111.29.132:8888/rtp/239.49.1.237:6000
甘肃卫视,http://180.111.29.132:8888/rtp/239.49.1.238:6000
新疆卫视,http://180.111.29.132:8888/rtp/239.49.1.239:6000
内蒙古卫视,http://180.111.29.132:8888/rtp/239.49.1.240:6000
东方购物,http://180.111.29.132:8888/rtp/239.49.1.241:6000
连云新闻,http://180.111.29.132:8888/rtp/239.49.1.244:6000
连云公共,http://180.111.29.132:8888/rtp/239.49.1.245:6000
睢宁综合,http://180.111.29.132:8888/rtp/239.49.1.246:6000
赣榆综合,http://180.111.29.132:8888/rtp/239.49.1.247:6000
陕西卫视,http://180.111.29.132:8888/rtp/239.49.1.248:6000
南方卫视,http://180.111.29.132:8888/rtp/239.49.1.249:6000
山东教育,http://180.111.29.132:8888/rtp/239.49.1.250:6000
家有购物,http://180.111.29.132:8888/rtp/239.49.1.252:6000
江苏卫视,http://180.111.29.132:8888/rtp/239.49.8.138:6000
浙江卫视,http://180.111.29.132:8888/rtp/239.49.8.139:6000
东方卫视,http://180.111.29.132:8888/rtp/239.49.8.140:6000
北京卫视,http://180.111.29.132:8888/rtp/239.49.8.141:6000
湖南卫视,http://180.111.29.132:8888/rtp/239.49.8.142:6000
广东卫视,http://180.111.29.132:8888/rtp/239.49.8.143:6000
黑龙江卫视清,http://180.111.29.132:8888/rtp/239.49.8.144:6000
深圳卫视,http://180.111.29.132:8888/rtp/239.49.8.145:6000
山东卫视,http://180.111.29.132:8888/rtp/239.49.8.146:6000
湖北卫视,http://180.111.29.132:8888/rtp/239.49.8.147:6000
天津卫视,http://180.111.29.132:8888/rtp/239.49.8.148:6000
重庆卫视,http://180.111.29.132:8888/rtp/239.49.8.149:6000
江苏导视,http://180.111.29.132:8888/rtp/239.49.8.150:6000
电竞直播,http://180.111.29.132:8888/rtp/239.49.8.151:6000
电竞直播,http://180.111.29.132:8888/rtp/239.49.8.152:6000
水韵江苏,http://180.111.29.132:8888/rtp/239.49.8.155:6000
水韵江苏,http://180.111.29.132:8888/rtp/239.49.8.157:6000

辽宁卫视,http://180.111.29.132:8888/rtp/239.49.8.173:6000
贵州卫视,http://180.111.29.132:8888/rtp/239.49.8.174:6000
生活时尚,http://180.111.29.132:8888/rtp/239.49.8.175:6000
游戏风云,http://180.111.29.132:8888/rtp/239.49.8.176:6000
幸福彩台,http://180.111.29.132:8888/rtp/239.49.8.177:6000
动漫秀场,http://180.111.29.132:8888/rtp/239.49.8.178:6000
全纪实台,http://180.111.29.132:8888/rtp/239.49.8.179:6000
都市剧场,http://180.111.29.132:8888/rtp/239.49.8.180:6000
魅力足球,http://180.111.29.132:8888/rtp/239.49.8.181:6000
欢笑剧场,http://180.111.29.132:8888/rtp/239.49.8.182:6000
四川卫视,http://180.111.29.132:8888/rtp/239.49.8.184:6000
江西卫视,http://180.111.29.132:8888/rtp/239.49.8.185:6000



浙江钱江,http://a.402089.xyz:4022/udp/233.50.201.132:5140
浙江生活,http://a.402089.xyz:4022/udp/233.50.201.133:5140
浙江教育,http://a.402089.xyz:4022/udp/233.50.201.134:5140
浙江民生,http://a.402089.xyz:4022/udp/233.50.201.136:5140
浙江新闻,http://a.402089.xyz:4022/udp/233.50.201.137:5140
浙江少儿,http://a.402089.xyz:4022/udp/233.50.201.138:5140
浙江纪录,http://a.402089.xyz:4022/udp/233.50.202.25:5140
杭州综合,http://a.402089.xyz:4022/udp/233.50.201.173:5140
杭州明珠,http://a.402089.xyz:4022/udp/233.50.201.174:5140
杭州生活,http://a.402089.xyz:4022/udp/233.50.201.175:5140
杭州影视,http://a.402089.xyz:4022/udp/233.50.201.176:5140
杭州青少,http://a.402089.xyz:4022/udp/233.50.201.177:5140
杭州导视,http://a.402089.xyz:4022/udp/233.50.201.182:5140
宁波综合,http://a.402089.xyz:4022/udp/233.50.201.168:5140
宁波生活,http://a.402089.xyz:4022/udp/233.50.201.178:5140
宁波文体,http://a.402089.xyz:4022/udp/233.50.201.179:5140
宁波影视,http://a.402089.xyz:4022/udp/233.50.201.180:5140
宁波少儿,http://a.402089.xyz:4022/udp/233.50.201.181:5140
温州综合,http://a.402089.xyz:4022/udp/233.50.201.87:5140
绍兴综合,http://a.402089.xyz:4022/udp/233.50.201.156:5140
衢州综合,http://a.402089.xyz:4022/udp/233.50.202.11:5140
衢州公共,http://a.402089.xyz:4022/udp/233.50.202.12:5140
丽水新闻综合,http://a.402089.xyz:4022/udp/233.50.201.162:5140
中国蓝直播,http://a.402089.xyz:4022/udp/233.50.201.108:5140

📺咪咕频道,#genre#

CHC动作电影,http://124.220.159.96:35455/mgtv/644368714.m3u8
CHC家庭影院,http://124.220.159.96:35455/mgtv/644368373.m3u8
CHC影迷电影,http://124.220.159.96:35455/mgtv/952383261.m3u8
CCTV1综合,http://124.220.159.96:35455/mgtv/608807420.m3u8
CCTV2财经,http://124.220.159.96:35455/mgtv/631780532.m3u8
CCTV3综艺,http://124.220.159.96:35455/mgtv/624878271.m3u8
CCTV4中文国际,http://124.220.159.96:35455/mgtv/631780421.m3u8
CCTV5体育,http://124.220.159.96:35455/mgtv/641886683.m3u8
CCTV5+体育赛事,http://124.220.159.96:35455/mgtv/641886773.m3u8
CCTV6电影,http://124.220.159.96:35455/mgtv/624878396.m3u8
CCTV7国防军事,http://124.220.159.96:35455/mgtv/673168121.m3u8
CCTV8电视剧,http://124.220.159.96:35455/mgtv/624878356.m3u8
CCTV9纪录,http://124.220.159.96:35455/mgtv/673168140.m3u8
CCTV10科教,http://124.220.159.96:35455/mgtv/624878405.m3u8
CCTV11戏曲,http://124.220.159.96:35455/mgtv/667987558.m3u8
CCTV12社会与法,http://124.220.159.96:35455/mgtv/673168185.m3u8
CCTV13新闻,http://124.220.159.96:35455/mgtv/608807423.m3u8
CCTV14少儿,http://124.220.159.96:35455/mgtv/624878440.m3u8
CCTV15音乐,http://124.220.159.96:35455/mgtv/673168223.m3u8
CCTV16,http://124.220.159.96:35455/nptv/cctv16.m3u8
CCTV17农业农村,http://124.220.159.96:35455/mgtv/673168256.m3u8
CCTV4欧洲,http://124.220.159.96:35455/mgtv/608807419.m3u8
CCTV4美洲,http://124.220.159.96:35455/mgtv/608807416.m3u8
CCTV-4k,http://124.220.159.96:35455/nptv/cctv4k.m3u8
CCTV-8k,http://124.220.159.96:35455/nptv/cctv8k.m3u8
第一剧场,http://124.220.159.96:35455/nptv/dyjc.m3u8
风云剧场,http://124.220.159.96:35455/nptv/fyjc.m3u8
怀旧剧场,http://124.220.159.96:35455/nptv/hjjc.m3u8

湖南卫视,http://124.220.159.96:35455/nptv/hunan.m3u8
浙江卫视,http://124.220.159.96:35455/nptv/zhejiang.m3u8
东方卫视,http://124.220.159.96:35455/mgtv/651632648.m3u8
江苏卫视,http://124.220.159.96:35455/mgtv/623899368.m3u8
北京卫视,http://124.220.159.96:35455/nptv/beijing.m3u8
深圳卫视,http://124.220.159.96:35455/nptv/shenzheng.m3u8

广东卫视,http://124.220.159.96:35455/mgtv/608831231.m3u8
江西卫视,http://124.220.159.96:35455/mgtv/783847495.m3u8
河南卫视,http://124.220.159.96:35455/mgtv/790187291.m3u8
陕西卫视,http://124.220.159.96:35455/mgtv/738910838.m3u8
大湾区卫视,http://124.220.159.96:35455/mgtv/608917627.m3u8
湖北卫视,http://124.220.159.96:35455/mgtv/947472496.m3u8
吉林卫视,http://124.220.159.96:35455/mgtv/947472500.m3u8
青海卫视,http://124.220.159.96:35455/mgtv/947472506.m3u8
东南卫视,http://124.220.159.96:35455/mgtv/849116810.m3u8
海南卫视,http://124.220.159.96:35455/mgtv/947472502.m3u8
海峡卫视,http://124.220.159.96:35455/mgtv/849119120.m3u8
江苏卫视,http://124.220.159.96:35455/nptv/jiangsu.m3u8
东方卫视,http://124.220.159.96:35455/nptv/dongfang.m3u8

湖北卫视,http://124.220.159.96:35455/nptv/hubei.m3u8
天津卫视,http://124.220.159.96:35455/nptv/tianjing.m3u8
山东卫视,http://124.220.159.96:35455/nptv/shandong.m3u8
辽宁卫视,http://124.220.159.96:35455/nptv/liaoning.m3u8
安徽卫视,http://124.220.159.96:35455/nptv/anhui.m3u8
黑龙江卫视,http://124.220.159.96:35455/nptv/heilongjiang.m3u8
贵州卫视,http://124.220.159.96:35455/nptv/guizhou.m3u8
东南卫视,http://124.220.159.96:35455/nptv/dongnan.m3u8
重庆卫视,http://124.220.159.96:35455/nptv/chongqing.m3u8
江西卫视,http://124.220.159.96:35455/nptv/jiangxi.m3u8
广东卫视,http://124.220.159.96:35455/nptv/guangdong.m3u8
河北卫视,http://124.220.159.96:35455/nptv/hebei.m3u8

吉林卫视,http://124.220.159.96:35455/nptv/jiling.m3u8
河南卫视,http://124.220.159.96:35455/nptv/henan.m3u8
四川卫视,http://124.220.159.96:35455/nptv/sichuan.m3u8
广西卫视,http://124.220.159.96:35455/nptv/guangxi.m3u8
陕西卫视,http://124.220.159.96:35455/nptv/shanxiws.m3u8
山西卫视,http://124.220.159.96:35455/nptv/shanxi.m3u8
内蒙古卫视,http://124.220.159.96:35455/nptv/neimenggu.m3u8
青海卫视,http://124.220.159.96:35455/nptv/qinghai.m3u8
海南卫视,http://124.220.159.96:35455/nptv/hainan.m3u8
宁夏卫视,http://124.220.159.96:35455/nptv/ningxia.m3u8
