🕘️公告,#genre#
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend$订阅源
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8?$订阅源
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8$订阅源
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8$订阅源
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8$订阅源
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend$订阅源
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend$订阅源
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8?$订阅源
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8$订阅源
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8$订阅源
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8$订阅源
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8$订阅源
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8$订阅源
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend$订阅源
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8$订阅源
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8$订阅源
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8$订阅源
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8$订阅源
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend$订阅源
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8$订阅源
项城新闻,https://play-hsbj.vzan.com/978354/446938712125478466/live.m3u8?zbid=978354&tpid=1651937429#@http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8#@http://live.dxhmt.cn:9081/tv/11681-1.m3u8
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8$订阅源
邓州新闻,http://live.dxhmt.cn:9081/tv/11381-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8$订阅源
荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8$订阅源
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend$订阅源
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8$订阅源
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8$订阅源
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8$订阅源
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8$订阅源
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8$订阅源
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8$订阅源
新安新闻综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8$订阅源
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8#http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8$订阅源
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8$订阅源
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8$订阅源
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8?$订阅源
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8$订阅源
偃师新闻,http://live.dxhmt.cn:9081/tv/10381-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8$订阅源


河北,#genre#
河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北三农,http://1.94.31.214/php/hebei.php?id=nmpd

石家庄新闻综合,http://nn.7x9d.cn/石家庄.php?id=4
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北都市,http://111.61.236.247:9081/hls/19/index.m3u8
河北经济生活,http://111.61.236.247:9081/hls/18/index.m3u8
河北少儿科教,http://111.61.236.247:9081/hls/21/index.m3u8
河北影视剧,http://111.61.236.247:9081/hls/20/index.m3u8
河北农民,http://111.61.236.247:9081/hls/23/index.m3u8
河北文旅公共,http://111.61.236.247:9081/hls/22/index.m3u8
河北经济生活,http://43.143.254.239:36326/hls/20/index.m3u8
河北都市,http://43.143.254.239:36326/hls/21/index.m3u8
河北农民,http://43.143.254.239:36326/hls/25/index.m3u8
河北文旅公共,http://43.143.254.239:36326/hls/24/index.m3u8
河北影视剧,http://43.143.254.239:36326/hls/22/index.m3u8
河北杂技,http://43.143.254.239:36326/hls/26/index.m3u8
河北少儿科教,http://43.143.254.239:36326/hls/23/index.m3u8
廊坊新闻,http://111.61.236.247:9081/hls/55/index.m3u8
廊坊公共,http://111.61.236.247:9081/hls/56/index.m3u8
廊坊永清综合,http://60.10.203.69:8000/0.m3u8
保定新闻综合,http://43.143.254.239:36326/hls/54/index.m3u8
保定公共,http://43.143.254.239:36326/hls/55/index.m3u8
保定生活健康,http://43.143.254.239:36326/hls/56/index.m3u8
保定唐县综合,http://43.143.254.239:36326/hls/97/index.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8
许昌襄城综合,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
许昌建安综合,http://live.dxhmt.cn:9081/tv/11003-1.m3u8

山东,#genre#
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv$山东电信
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv$山东电信
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv$山东电信
山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8?key=txiptv$山东电信
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8?key=txiptv$山东电信
山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv$山东电信
山东农科,http://58.58.111.222:808/hls/64/index.m3u8?key=txiptv$山东电信
山东教育,http://58.58.111.222:808/hls/67/index.m3u8?key=txiptv$山东电信
山东体育,http://58.58.111.222:808/hls/62/index.m3u8?key=txiptv$山东电信
教育卫视,http://58.58.111.222:808/hls/67/index.m3u8?0$山东电信

济宁公共,http://111.14.181.15:9901/tsfile/live/1009_1.m3u8
济宁综合,http://111.14.181.15:9901/tsfile/live/1007_1.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd$订阅源
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd$订阅源
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8
山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8
山东生活,http://58.58.111.222:808/hls/60/index.m3u8
山东农科,http://58.58.111.222:808/hls/64/index.m3u8
山东体育,http://58.58.111.222:808/hls/62/index.m3u8
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8
山东齐鲁,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live1315
山东综艺,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live1405
山东新闻,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live1360
山东影视,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live1450
山东体育,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live1495
山东农科,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live5365
山东教育,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live5815
山东生活,http://www.kaniptv.cn/mk.php?ip=sushan513922956.x3322.net:880&id=live3430
山东新闻,http://221.2.148.205:8154/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东齐鲁,http://221.2.148.205:8154/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东生活,http://221.2.148.205:8154/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山东文旅,http://221.2.148.205:8154/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://221.2.148.205:8154/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://221.2.148.205:8154/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://221.2.148.205:8154/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
山东新闻,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东齐鲁,http://123.129.70.178:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://123.129.70.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://123.129.70.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://111.14.181.15:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东少儿,http://111.14.181.15:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山东齐鲁,http://111.14.181.15:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://111.14.181.15:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东公共,http://111.14.181.15:9901/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东影视,http://111.14.181.15:9901/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东齐鲁,http://61.156.228.12:8154/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://61.156.228.12:8154/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
 
 
山东齐鲁,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东影视,http://124.128.73.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
济铁综合,http://1.94.31.214/php/qilu.php?id=jnjrtv
济南长清新闻,http://1.94.31.214/php/qilu.php?id=jncqxw
济南济阳综合,http://1.94.31.214/php/qilu.php?id=jnjyzh
济南济阳影视,http://1.94.31.214/php/qilu.php?id=jnjyys
历城新闻综合,http://1.94.31.214/php/qilu.php?id=jnlcxw
济南平阴综合,http://1.94.31.214/php/qilu.php?id=jnpyzh
济南平阴乡村振兴,http://1.94.31.214/php/qilu.php?id=jnpyxc
济南商河综合,http://1.94.31.214/php/qilu.php?id=jnshzh
济南商河影视,http://1.94.31.214/php/qilu.php?id=jnshys
济南章丘综合,http://1.94.31.214/php/qilu.php?id=jnzqzh
济南章丘公共,http://1.94.31.214/php/qilu.php?id=jnzqgg
青岛综合,http://222.173.108.238:352/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
青岛黄岛综合,http://1.94.31.214/php/qilu.php?id=qdhdzh
青岛黄岛生活,http://1.94.31.214/php/qilu.php?id=qdhdsh
青岛即墨综合,http://1.94.31.214/php/qilu.php?id=qdjmzh
青岛即墨生活服务,http://1.94.31.214/php/qilu.php?id=qdjmsh
青岛胶州综合,http://1.94.31.214/php/qilu.php?id=qdjzzh
青岛胶州生活,http://1.94.31.214/php/qilu.php?id=qdjzsh
青岛李沧TV,http://1.94.31.214/php/qilu.php?id=qdlc
青岛崂山TV,http://1.94.31.214/php/qilu.php?id=qdls
青岛莱西综合,http://1.94.31.214/php/qilu.php?id=qdlxzh
青岛莱西生活,http://1.94.31.214/php/qilu.php?id=qdlxsh
青岛平度新闻综合,http://1.94.31.214/php/qilu.php?id=qdpdxw
青岛平度生活服务,http://1.94.31.214/php/qilu.php?id=qdpdsh
青岛莱西综合,http://222.173.108.238:352/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
烟台海阳综合,http://1.94.31.214/php/qilu.php?id=ythyzh
烟台龙口综合,http://1.94.31.214/php/qilu.php?id=ytlkzh
烟台龙口生活,http://1.94.31.214/php/qilu.php?id=ytlksh
烟台莱山综合,http://1.94.31.214/php/qilu.php?id=ytlszh
烟台莱山影视,http://1.94.31.214/php/qilu.php?id=ytlsys
烟台莱阳综合,http://1.94.31.214/php/qilu.php?id=ytlyzh
烟台莱阳民生综艺,http://1.94.31.214/php/qilu.php?id=ytlyms
烟台州综合,http://1.94.31.214/php/qilu.php?id=ytlzzh
烟台蓬莱综合,http://1.94.31.214/php/qilu.php?id=ytplzh
烟台蓬莱综艺,http://1.94.31.214/php/qilu.php?id=ytplzy
烟台栖霞综合,http://1.94.31.214/php/qilu.php?id=ytqxzh
烟台栖霞苹果,http://1.94.31.214/php/qilu.php?id=ytqxpg
烟台招远综合,http://1.94.31.214/php/qilu.php?id=ytzyzh
烟台招远综艺,http://1.94.31.214/php/qilu.php?id=ytzyzy
淄博新闻综合,http://58.58.111.222:808/hls/69/index.m3u8
淄博博山新闻,http://1.94.31.214/php/qilu.php?id=zbbsxw
淄博博山图文,http://1.94.31.214/php/qilu.php?id=zbbstw
淄博高青综合,http://1.94.31.214/php/qilu.php?id=zbgqzh
淄博高青影视,http://1.94.31.214/php/qilu.php?id=zbgqys
淄博沂源综合,http://1.94.31.214/php/qilu.php?id=zbyyzh
淄博沂源生活,http://1.94.31.214/php/qilu.php?id=zbyysh
淄博淄川新闻,http://1.94.31.214/php/qilu.php?id=zbzcxw
淄博周村新闻,http://1.94.31.214/php/qilu.php?id=zbzctv1
淄博周村生活,http://1.94.31.214/php/qilu.php?id=zbzctv2
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500k/tzwj_video.m3u8
菏泽成武综合,http://1.94.31.214/php/qilu.php?id=hzcwzh
菏泽成武综艺,http://1.94.31.214/php/qilu.php?id=hzcwzy
菏泽曹县综合,http://1.94.31.214/php/qilu.php?id=hzcxzh
菏泽东明新闻综合,http://1.94.31.214/php/qilu.php?id=hzdmxw
菏泽定陶新闻,http://1.94.31.214/php/qilu.php?id=hzdt1
菏泽定陶综艺,http://1.94.31.214/php/qilu.php?id=hzdt2
菏泽鄄城综合,http://1.94.31.214/php/qilu.php?id=hzjczh
菏泽巨野新闻,http://1.94.31.214/php/qilu.php?id=hzjyxw
菏泽牡丹区新闻综合,http://1.94.31.214/php/qilu.php?id=hzmdxw
菏泽牡丹区综艺,http://1.94.31.214/php/qilu.php?id=hzmdzy
菏泽单县综合,http://1.94.31.214/php/qilu.php?id=hzsxzh
菏泽郓城新闻,http://1.94.31.214/php/qilu.php?id=hzycxw
菏泽郓城综艺,http://1.94.31.214/php/qilu.php?id=hzyczy
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁综合,http://111.14.181.15:9901/tsfile/live/1007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁嘉祥综合,http://1.94.31.214/php/qilu.php?id=jijiazh
济宁嘉祥生活,http://1.94.31.214/php/qilu.php?id=jijiash
济宁金乡综合,http://1.94.31.214/php/qilu.php?id=jijxzh
济宁金乡生活,http://1.94.31.214/php/qilu.php?id=jijxsh
济宁曲阜新闻综合,http://1.94.31.214/php/qilu.php?id=jiqfxw
济宁城新闻综合,http://1.94.31.214/php/qilu.php?id=jircxw
济宁任城影视娱乐,http://1.94.31.214/php/qilu.php?id=jircys
济宁汶上综合,http://1.94.31.214/php/qilu.php?id=jiwszh
济宁鱼台新闻,http://1.94.31.214/php/qilu.php?id=jiytxw
济宁台生活,http://1.94.31.214/php/qilu.php?id=jiytsh
济宁邹城综合,http://1.94.31.214/php/qilu.php?id=jizczh
济宁城文化生活,http://1.94.31.214/php/qilu.php?id=jizcwh
济宁梁山综合,http://1.94.31.214/php/qilu.php?id=jilszh
济宁梁山综合,http://111.14.181.15:9901/tsfile/live/1011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
济宁梁山影视,http://111.14.181.15:9901/tsfile/live/1012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄山亭综合,http://1.94.31.214/php/qilu.php?id=zzstzh
枣庄市中综合,http://1.94.31.214/php/qilu.php?id=zzszzh
枣庄台儿庄新闻综合,http://1.94.31.214/php/qilu.php?id=zztezxw
枣庄薛城新闻综合,http://1.94.31.214/php/qilu.php?id=zzxcxw
枣庄峄城综合,http://1.94.31.214/php/qilu.php?id=zzyczh
临沂综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共,http://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
临沂费县综合,http://1.94.31.214/php/qilu.php?id=lyfxzh
临沂费县生活,http://1.94.31.214/php/qilu.php?id=lyfxsh
临沂河东影视,http://1.94.31.214/php/qilu.php?id=lyhdys
临沂河东综合,http://1.94.31.214/php/qilu.php?id=lyhdzh
临沂临沭综合,http://1.94.31.214/php/qilu.php?id=lyls1
临沂临沭生活,http://1.94.31.214/php/qilu.php?id=lyls2
临沂蒙阴综合,http://1.94.31.214/php/qilu.php?id=lymy1
临沂蒙阴2套,http://1.94.31.214/php/qilu.php?id=lymy2
临沂郯城综合,http://1.94.31.214/php/qilu.php?id=lytc1
临沂郯城2套,http://1.94.31.214/php/qilu.php?id=lytc2
临沂沂南综合,http://1.94.31.214/php/qilu.php?id=lyynzh
临沂沂水综合,http://1.94.31.214/php/qilu.php?id=lyys1
临沂沂水生活,http://1.94.31.214/php/qilu.php?id=lyys2
潍坊新闻综合,http://1.94.31.214/php/qilu.php?id=wfxwzh
潍坊生活,http://1.94.31.214/php/qilu.php?id=wfsh
潍坊影视综艺,http://1.94.31.214/php/qilu.php?id=wfyswy
潍坊科教文旅,http://1.94.31.214/php/qilu.php?id=wfkjwl
潍坊高新区,http://1.94.31.214/php/qilu.php?id=wfgxq
潍坊安丘综合,http://1.94.31.214/php/qilu.php?id=wfaqzh
潍坊安丘民生,http://1.94.31.214/php/qilu.php?id=wfaqms
潍坊滨海新闻综合,http://1.94.31.214/php/qilu.php?id=wfbhxw
潍坊昌乐综合,http://1.94.31.214/php/qilu.php?id=wfclzh
潍坊昌邑综合,http://1.94.31.214/php/qilu.php?id=wfcyzh
潍坊昌邑经济生活,http://1.94.31.214/php/qilu.php?id=wfcyjj
潍坊坊子新闻综合,http://1.94.31.214/php/qilu.php?id=wffzxw
潍坊高密综合,http://1.94.31.214/php/qilu.php?id=wfgmzh
潍坊高密党建农科,http://1.94.31.214/php/qilu.php?id=wfgmdj
潍坊寒亭新闻,http://1.94.31.214/php/qilu.php?id=wfhtxw
潍坊奎文电视台,http://1.94.31.214/php/qilu.php?id=wfkwtv
潍坊临朐新闻综合,http://1.94.31.214/php/qilu.php?id=wflqxw
潍坊潍城TV,http://1.94.31.214/php/qilu.php?id=wfwc
东营广饶综合,http://1.94.31.214/php/qilu.php?id=dygrzh
东营广饶科教文艺,http://1.94.31.214/php/qilu.php?id=dygrkj
东营利津综合,http://1.94.31.214/php/qilu.php?id=dyljzh
东营利津文化生活,http://1.94.31.214/php/qilu.php?id=dyljwh
滨州滨城TV,http://1.94.31.214/php/qilu.php?id=bzbctv
滨州无棣综合,http://1.94.31.214/php/qilu.php?id=bzwdzh
滨州无棣综艺,http://1.94.31.214/php/qilu.php?id=bzwdzy
滨州阳信新闻综合,http://1.94.31.214/php/qilu.php?id=bzyxxw
滨州沾化综合,http://1.94.31.214/php/qilu.php?id=bzzhzh
滨州沾化综艺,http://1.94.31.214/php/qilu.php?id=bzzhzy
德州乐陵新闻综合,http://1.94.31.214/php/qilu.php?id=dzllxw
德州乐陵城市生活,http://1.94.31.214/php/qilu.php?id=dzllcs
德州临邑1,http://1.94.31.214/php/qilu.php?id=dzly1
德州临邑2,http://1.94.31.214/php/qilu.php?id=dzly2
德州平原综合,http://1.94.31.214/php/qilu.php?id=dzpyzh
德州齐河综合,http://1.94.31.214/php/qilu.php?id=dzqhzh
德州武城综合,http://1.94.31.214/php/qilu.php?id=dzwczh
德州武城综艺影视,http://1.94.31.214/php/qilu.php?id=dzwczy
日照莒县综合,http://1.94.31.214/php/qilu.php?id=rzjx1
日照莒县2套,http://1.94.31.214/php/qilu.php?id=rzjx2
日照岚山TV,http://1.94.31.214/php/qilu.php?id=rzls
日照五莲综合,http://1.94.31.214/php/qilu.php?id=rzwlzh
日照五莲文化旅游,http://1.94.31.214/php/qilu.php?id=rzwlwh
聊城东昌综合,http://1.94.31.214/php/qilu.php?id=lcdczh
聊城东阿综合,http://1.94.31.214/php/qilu.php?id=lcdezh
聊城东阿综艺,http://1.94.31.214/php/qilu.php?id=lcdezy
聊城高唐综合,http://1.94.31.214/php/qilu.php?id=lcgtzh
聊城高唐综艺,http://1.94.31.214/php/qilu.php?id=lcgtzy
聊城冠县综合,http://1.94.31.214/php/qilu.php?id=lcgxzh
聊城莘县综合,http://1.94.31.214/php/qilu.php?id=lcsxzh
聊城莘县生活,http://1.94.31.214/php/qilu.php?id=lcsxsh
泰安东平综合,http://1.94.31.214/php/qilu.php?id=tadpzh
泰安肥城生活,http://1.94.31.214/php/qilu.php?id=tafcsh
泰安阳综合,http://1.94.31.214/php/qilu.php?id=tany1
泰安宁阳2套,http://1.94.31.214/php/qilu.php?id=tany2
泰安泰山TV,http://1.94.31.214/php/qilu.php?id=tats
泰安新泰综合,http://1.94.31.214/php/qilu.php?id=taxtzh
泰安新泰乡村,http://1.94.31.214/php/qilu.php?id=taxtxc
威海海洋,http://1.94.31.214/php/qilu.php?id=whhy
威海环翠综合,http://1.94.31.214/php/qilu.php?id=whhczh
威海文登TV1,http://1.94.31.214/php/qilu.php?id=whwd1
威海文登TV2,http://1.94.31.214/php/qilu.php?id=whwd2
 
山西,#genre#
山西影视,https://livehhhttps.sxrtv.com/lsdream/Md571Kv/800/54iMp50.m3u8
山西黄河,https://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/f2tlke0.m3u8
山西经济与科技,https://livehhhttps.sxrtv.com/lsdream/4j01KWX/800/7714k00.m3u8
山西社会与法治,https://livehhhttps.sxrtv.com/lsdream/p4y5do9/500/v1dpky0.m3u8
山西文体生活,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/z39Yk00.m3u8
太原新闻,https://tytv-hls.sxtygdy.com/49VAfrw/500/k5o4kV0.m3u8

万荣综合,http://60.222.246.220:19433/hls1.m3u8$订阅源
太谷新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8$订阅源
武乡新闻综合,http://60.220.198.84:81/0.m3u8$订阅源
长治公共,http://live.njgdmm.com/changzhi/cztv2.m3u8$订阅源
长治新闻综合,http://live.njgdmm.com/changzhi/cztv1.m3u8$订阅源
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd$订阅源
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
太原新闻综合,http://1.94.31.214/php/taiyuan.php?id=tyxwzh
太原经济生活,http://1.94.31.214/php/taiyuan.php?id=tyjjsh
太原城市生活,http://1.94.31.214/php/taiyuan.php?id=tycssh
太原社教法制,http://1.94.31.214/php/taiyuan.php?id=tysjfz
太原影视,http://1.94.31.214/php/taiyuan.php?id=tyys
晋城新闻综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
晋中平遥综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8
